,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,lastCommit,lastCommitSHA,hasWiki,isArchived,package.json,package-lock.json
292,googlechrome/workbox,False,1298,38,v6,82,70.0,MIT License,193,11047,788,13251,2016-04-04T03:55:19,2022-09-26T06:48:39,2022-09-30T02:49:40,https://developers.google.com/web/tools/workbox/,JavaScript,1819.0,121.0,1241,10,2022-08-02T02:33:45,95f97a207fd51efb3f8a653f6e3e58224183a778,True,False,True,True
293,okonet/lint-staged,False,884,16,master,208,117.0,MIT License,43,10993,400,5335,2016-01-15T07:51:21,2022-10-03T12:01:16,2022-10-13T06:42:57,,JavaScript,660.0,81.0,555,17,2022-09-02T06:46:57,17c51aff00ea73f9588132c28eedbce535ee1ad8,True,False,True,True
299,wickynilliams/headroom.js,False,218,9,master,3,28.0,MIT License,198,10847,868,716,2013-08-07T08:42:58,2022-07-20T01:35:37,2022-07-24T04:44:34,https://wicky.nillia.ms/headroom.js/,JavaScript,289.0,16.0,97,11,2020-10-16T01:08:56,0f53fc75f41b0025a80b6075bcdd0d1ea51478be,True,False,True,True
301,javve/list.js,False,807,20,master,4,44.0,MIT License,226,10821,925,3716,2011-01-30T12:29:56,2022-10-01T06:09:36,2022-10-01T08:35:43,https://listjs.com,JavaScript,594.0,157.0,156,27,2021-01-17T10:42:39,d32c85d396c961e079ecf5c21ebffe53a9a73d80,False,False,True,True
305,30-seconds/30-seconds-of-interviews,False,857,16,master,0,44.0,MIT License,206,10767,949,9995,2018-04-07T08:11:31,2022-10-05T02:57:33,2022-10-13T11:11:34,https://30secondsofinterviews.org,JavaScript,51.0,3.0,167,15,2021-08-08T12:14:34,da235b6185721161b7ebc413075b76dc70339ccf,True,False,True,True
306,lokesh/color-thief,False,187,2,master,8,17.0,MIT License,179,10741,1269,1740,2011-11-01T03:33:12,2022-05-25T07:06:44,2022-05-29T09:32:55,https://lokeshdhakar.com/projects/color-thief/,JavaScript,146.0,56.0,72,11,2020-07-06T04:30:58,ef231c711309dc32be1efa83bd4da7c0ed21cd6e,False,False,True,True
309,prismjs/prism,False,3604,4,master,41,363.0,MIT License,112,10679,1246,13398,2012-07-10T07:47:14,2022-10-04T03:39:58,2022-10-13T08:42:35,https://prismjs.com,JavaScript,1506.0,209.0,1951,19,2022-08-23T10:41:49,59e5a3471377057de1f401ba38337aca27b80e03,False,False,True,True
319,spencermountain/compromise,False,5528,4,master,54,87.0,MIT License,167,10345,656,52835,2011-07-05T09:04:38,2022-09-14T01:26:51,2022-09-15T10:56:28,http://compromise.cool,JavaScript,599.0,78.0,335,0,2022-09-09T03:12:58,d128f1b1bd5be8583d72d83e347a48f283f5ee52,True,False,True,True
330,haltu/muuri,False,522,14,master,21,11.0,MIT License,179,10063,626,8106,2015-12-21T07:00:44,2022-09-14T09:55:11,2022-09-20T02:30:42,https://muuri.dev,JavaScript,488.0,84.0,39,12,2022-09-14T09:25:26,219e00893327dc22cf241103bef0ca63ee6fde2e,False,False,True,True
331,fredriknoren/ungit,False,3927,10,master,22,84.0,MIT License,245,10045,669,20507,2013-05-19T10:44:44,2022-09-17T12:24:30,2022-09-16T04:37:04,,JavaScript,789.0,192.0,740,20,2022-09-08T04:20:26,e376caa15b2af16c729aef173a7298837f33ef46,True,False,True,True
336,naturalnode/natural,False,1374,25,master,28,117.0,MIT License,259,9848,873,13372,2011-05-07T02:35:16,2022-07-14T08:18:06,2022-07-18T07:16:13,,JavaScript,341.0,86.0,308,0,2022-07-14T07:55:05,e5463fa3c0654f1efe374992d4614f9dac3d483e,True,False,True,True
337,kefranabg/readme-md-generator,False,180,47,master,13,24.0,MIT License,73,9821,1175,2627,2019-06-03T04:05:25,2022-09-20T10:09:51,2022-09-23T02:54:40,https://www.npmjs.com/package/readme-md-generator,JavaScript,98.0,19.0,126,11,2019-12-05T03:35:39,f0370c8efe602bfc1e1334ea556214de4c1b0f04,True,False,True,True
339,coryhouse/react-slingshot,False,699,21,master,13,88.0,MIT License,243,9780,2726,4068,2015-12-31T10:04:53,2022-10-04T09:30:56,2022-10-10T03:03:29,,JavaScript,410.0,34.0,328,44,2020-03-30T12:04:16,a7b0c6111cceaf88ffa4c24df3b38401f045a3d1,True,False,True,True
340,stylelint/stylelint,False,5763,10,main,182,334.0,MIT License,87,9770,915,24608,2014-12-04T04:25:23,2022-07-22T08:49:05,2022-07-23T03:39:12,https://stylelint.io,JavaScript,2804.0,136.0,3369,4,2022-07-21T05:06:46,a47eaa167dce301a99e26e909a3c5c018128faee,False,False,True,True
341,vuejs-templates/webpack,False,557,8,develop,15,139.0,MIT License,270,9733,4576,1246,2015-12-26T05:25:41,2021-12-18T10:17:20,2021-12-21T12:06:19,,JavaScript,964.0,126.0,562,58,2018-09-19T08:27:39,298503082f1ff758ef8ec5dbf5f91f5d8bdd0333,True,False,True,True
343,timqian/chinese-independent-blogs,False,2201,4,master,0,454.0,MIT License,210,9674,1439,7598,2019-10-22T09:22:45,2022-08-10T12:34:02,2022-08-12T01:25:51,https://feeds.pub/cn-indie,JavaScript,38.0,6.0,1069,0,2022-08-10T12:34:02,78ec154eb1cd72ae11f2550384f30ee25c0194dc,True,False,True,True
344,purifycss/purifycss,False,304,2,master,8,18.0,MIT License,171,9660,410,349,2015-05-26T02:42:17,2020-10-17T03:45:35,2021-02-11T10:38:59,,JavaScript,118.0,69.0,109,14,2018-03-18T10:03:56,be52c1c6b1b6e287b6989428c57f05a79aa135dc,True,False,True,True
346,snapappointments/bootstrap-select,False,1863,4,main,75,124.0,MIT License,337,9625,2743,9099,2012-09-26T08:56:59,2022-09-14T07:43:28,2022-09-16T01:39:24,https://developer.snapappointments.com/bootstrap-select/,JavaScript,2181.0,255.0,583,12,2022-04-20T11:38:01,939e94b14a34759e193f616b753e0a33081cc0c5,True,False,True,True
352,typicode/hotel,False,714,97,master,81,33.0,MIT License,127,9511,434,3040,2015-05-27T08:24:07,2020-10-18T12:41:02,2021-02-12T03:47:09,,JavaScript,227.0,96.0,142,26,2019-07-29T12:47:54,6859316bbe01f9e5cb4bb27ef96705fa2487a916,True,False,True,True
353,askmike/gekko,False,2613,18,develop,17,190.0,MIT License,694,9449,3741,6046,2013-05-12T10:52:01,2020-02-16T02:25:26,2021-02-10T01:02:02,,JavaScript,2092.0,0.0,791,0,2020-02-16T02:25:21,ff5698f1ae6329bab5729f145c35a74161e82bac,True,True,True,True
362,aui/art-template,False,598,12,master,21,17.0,MIT License,526,9297,2732,3181,2012-06-03T03:37:57,2021-01-09T02:41:44,2021-02-15T12:45:35,https://aui.github.io/art-template/,JavaScript,582.0,73.0,49,3,2020-08-05T07:28:24,71333a3a6df78f231cb5d795d13872bf4fcd52c2,True,False,True,True
369,uncss/uncss,False,622,13,master,18,40.0,MIT License,149,9213,439,1739,2013-04-18T04:32:10,2022-04-08T09:48:59,2022-04-12T06:25:20,,JavaScript,297.0,42.0,173,17,2020-10-07T06:33:45,d0adf4bb89ef4f82006f8dd5b40d22a94269e50a,True,False,True,True
376,oldboyxx/jira_clone,False,40,1,master,0,1.0,MIT License,156,9039,1531,1973,2019-12-02T12:29:39,2022-09-16T06:03:33,2022-09-20T08:30:23,http://jira.ivorreic.com,JavaScript,0.0,0.0,41,6,2021-10-20T01:41:24,26a9e77b1789fef9cb43edb5d6018cf1663cf035,True,False,True,True
378,webtorrent/webtorrent-desktop,False,2541,19,master,38,81.0,MIT License,252,8983,1026,176989,2015-05-04T05:21:35,2022-10-01T09:33:08,2022-10-04T02:13:09,https://webtorrent.io/desktop,JavaScript,1119.0,124.0,1131,14,2022-10-01T02:31:12,8cdc6b13075229a3819d9fa61e83b690f3bdaae9,False,False,True,True
381,ziahamza/webui-aria2,False,705,19,master,0,68.0,MIT License,281,8942,1433,16288,2012-05-01T09:15:18,2022-10-05T07:51:17,2022-10-13T09:33:03,,JavaScript,380.0,107.0,229,32,2021-09-01T03:29:57,109903f0e2774cf948698cd95a01f77f33d7dd2c,True,False,True,True
382,aksakalli/gtop,False,73,1,master,8,9.0,MIT License,133,8902,331,430,2017-08-09T03:12:28,2022-01-12T10:12:09,2022-01-13T05:29:53,,JavaScript,88.0,20.0,36,12,2022-01-12T10:11:18,14c1dc3be71c80e18848db64423ce4fc0bfd3206,True,False,True,True
384,marmelab/gremlins.js,False,323,11,master,2,23.0,MIT License,161,8888,450,4068,2013-10-21T08:47:12,2022-07-21T07:11:11,2022-07-24T09:35:12,https://marmelab.com/blog/2020/06/02/gremlins-2.html,JavaScript,84.0,7.0,109,8,2022-01-26T05:33:07,cbcd182f2d7662026dcedc1a2603d5de8fa65e63,True,False,True,True
387,mayswind/ariang,False,619,4,master,27,5.0,MIT License,185,8859,1117,1543,2016-05-13T03:57:42,2022-05-15T03:12:45,2022-05-18T04:42:00,http://ariang.mayswind.net,JavaScript,602.0,20.0,55,6,2022-05-15T02:38:55,84cf80e0696f378281a8f1eed2cd82c80d331c66,True,False,True,True
388,jshint/jshint,False,2302,8,main,49,247.0,MIT License,296,8796,1751,20013,2011-01-19T10:28:53,2022-10-01T06:16:38,2022-10-13T01:15:49,http://jshint.com,JavaScript,2399.0,389.0,1204,59,2022-10-01T06:15:58,e7071e03f009e377b5050f8fb718020cccda025f,True,False,True,True
389,angular/protractor,False,1809,7,master,1,257.0,MIT License,504,8794,2398,9319,2013-01-16T04:30:53,2022-09-01T03:05:12,2022-09-04T01:39:40,http://www.protractortest.org,JavaScript,4039.0,616.0,1511,66,2020-04-21T09:46:27,4bc80d1a459542d883ea9200e4e1f48d265d0fda,True,False,True,True
390,listen1/listen1_chrome_extension,False,481,5,master,66,33.0,MIT License,220,8793,1766,4631,2016-04-30T06:40:37,2022-08-25T02:58:10,2022-08-29T01:27:48,https://listen1.github.io/listen1,JavaScript,611.0,242.0,302,11,2022-08-13T07:05:59,c035e615696f2aa86937d91413c17be4d30490ba,True,False,True,True
393,react-toolbox/react-toolbox,False,2396,7,dev,13,222.0,MIT License,174,8705,1050,13092,2015-05-27T03:23:33,2021-12-28T08:27:27,2021-12-28T09:49:50,http://www.react-toolbox.io,JavaScript,1264.0,222.0,684,45,2019-05-29T06:45:23,de8578c1187bdf5db5777d403b5880a7e5ec3f5d,True,False,True,True
394,cytoscape/cytoscape.js,False,5655,31,unstable,134,109.0,MIT License,224,8681,1558,71748,2011-08-23T03:28:32,2022-09-13T02:57:50,2022-09-16T09:53:26,https://js.cytoscape.org,JavaScript,2627.0,6.0,372,1,2022-09-13T02:57:11,04ff0e7af03112543f81aef208ffcd4cf160c6b7,False,False,True,True
395,desandro/imagesloaded,False,261,2,master,5,21.0,MIT License,242,8623,1196,573,2011-08-25T05:28:58,2022-02-22T12:04:14,2022-02-28T12:18:44,https://imagesloaded.desandro.com,JavaScript,234.0,8.0,68,0,2022-02-21T05:51:11,92de29b5a9a416bebeb6bb58a1882af8c5f76931,False,False,True,True
397,ffmpegwasm/ffmpeg.wasm,False,373,3,master,30,33.0,MIT License,101,8590,439,5826,2019-10-16T11:21:16,2022-09-28T01:36:52,2022-09-30T09:30:44,https://ffmpegwasm.netlify.app,JavaScript,328.0,174.0,68,0,2022-09-28T01:36:52,6d62e1ad638ee441014d884468440736aef8bdfd,False,False,True,True
408,geekyants/vue-native-core,False,352,13,master,11,16.0,MIT License,176,8364,319,2082,2018-02-23T11:44:30,2022-06-25T02:10:16,2022-06-28T01:44:28,https://vue-native.io,JavaScript,258.0,22.0,83,12,2021-11-02T08:55:35,552f9171809c6fb86e4f3767a2947ff5f96c37bf,True,False,True,True
419,sockjs/sockjs-client,False,966,10,main,18,50.0,MIT License,289,8024,1306,3698,2011-07-22T02:12:01,2022-09-20T09:45:47,2022-09-23T12:46:56,http://sockjs.org,JavaScript,420.0,2.0,165,9,2022-09-18T08:10:26,19fb2999f1eeb43be310672acd1ff115e950be82,True,False,True,True
421,vulcanjs/vulcan,False,7750,82,devel,54,214.0,MIT License,262,8023,1974,24483,2012-09-07T01:13:24,2022-10-12T07:00:30,2022-10-18T03:09:42,http://vulcanjs.org,JavaScript,1468.0,174.0,1286,50,2022-08-23T03:48:08,563a38650c5b4d99538c75001586aa148a42a065,False,False,True,True
427,remix-run/history,False,1111,14,dev,19,64.0,MIT License,99,7939,996,3083,2015-07-18T11:31:47,2022-10-05T09:34:09,2022-10-13T08:03:12,,JavaScript,581.0,100.0,374,13,2022-02-22T09:38:15,3e9dab413f4eda8d6bce565388c5ddb7aeff9f7e,True,False,True,True
428,mediaelement/mediaelement,False,4839,19,master,63,241.0,MIT License,319,7906,1610,68080,2010-07-28T02:32:56,2022-09-07T11:44:44,2022-09-13T08:13:55,http://mediaelementjs.com/,JavaScript,2190.0,157.0,707,13,2022-09-07T11:36:09,6b21f69a048f42ff2447b49b73c55b30a6591214,True,False,True,True
433,mrdoob/stats.js,False,144,1,master,16,19.0,MIT License,184,7844,1202,32620,2010-04-08T11:54:17,2022-09-02T07:40:13,2022-09-06T10:55:04,http://mrdoob.github.io/stats.js/,JavaScript,63.0,6.0,61,16,2022-04-04T06:03:27,1ecb62cd10f30789b540dcdbbd473f1de6eed614,False,False,True,True
435,fengyuanchen/cropper,False,955,1,master,63,29.0,MIT License,333,7811,1819,6118,2014-02-19T07:48:10,2020-07-21T10:46:15,2021-02-06T11:53:52,,JavaScript,992.0,0.0,93,0,2020-07-21T10:46:03,e5d78e52f683e824b0ec989c6dba2d5d92948675,True,True,True,True
441,metalsmith/metalsmith,False,460,5,master,7,47.0,MIT License,106,7756,668,3817,2014-02-04T03:46:22,2022-10-07T12:11:39,2022-10-13T01:32:13,https://metalsmith.io,JavaScript,234.0,27.0,144,7,2022-10-06T11:58:34,149c6f6e9f40bff93c8856e70f57078e0a24be88,True,False,True,True
442,amsul/pickadate.js,False,832,8,master,6,99.0,MIT License,216,7744,1045,10441,2012-11-16T01:36:42,2021-07-09T01:40:08,2021-07-10T04:53:33,http://amsul.ca/pickadate.js,JavaScript,971.0,288.0,261,12,2019-07-08T04:40:02,0fd34eab2b4127bc93dedca70285f1d38eb89983,False,False,True,True
447,jakesgordon/javascript-state-machine,False,164,3,master,0,11.0,MIT License,259,7697,950,1616,2011-06-01T10:02:01,2021-03-31T11:06:25,2021-04-16T12:35:05,,JavaScript,150.0,60.0,53,8,2018-07-12T02:33:43,0d603577423244228cebcd62e60dbbfff27c6ea3,True,False,True,True
449,i18next/react-i18next,False,1541,3,master,0,165.0,MIT License,48,7672,986,10034,2015-12-12T12:52:11,2022-09-09T06:37:47,2022-09-13T06:48:26,https://react.i18next.com,JavaScript,1046.0,11.0,498,2,2022-09-09T06:37:42,a0eed42303bda4863a832cbd8b280d04448f2690,True,False,True,True
450,playcanvas/engine,False,10144,41,main,286,106.0,MIT License,323,7666,1187,143039,2014-05-12T11:24:30,2022-08-26T01:56:02,2022-08-29T02:38:20,https://playcanvas.com,JavaScript,1625.0,471.0,2923,23,2022-08-26T01:55:25,d13f75ae1657edf8b9f3ca84cfc7249f3772a310,False,False,True,True
451,lowlighter/metrics,False,2142,6,master,47,46.0,MIT License,74,7650,839,94914,2020-09-08T04:01:43,2022-07-15T04:03:57,2022-07-15T10:50:43,https://metrics.lecoq.io,JavaScript,253.0,6.0,596,1,2022-07-12T01:38:30,1f6efa5ea2cb2445dc2bcdf5f9a61747adf90f4c,False,False,True,True
453,chaijs/chai,False,1552,7,4.x.x,34,157.0,MIT License,125,7608,696,4491,2011-12-07T08:06:35,2022-06-21T09:13:23,2022-06-25T04:10:36,https://chaijs.github.io,JavaScript,876.0,72.0,583,12,2022-01-26T01:10:41,529b8b527ba99454471ac67d6aebca9d96cb5dd9,False,False,True,True
455,kelektiv/node-cron,False,442,7,master,0,67.0,MIT License,110,7575,604,1104,2010-06-23T01:25:18,2022-10-03T12:43:43,2022-10-12T06:06:44,,JavaScript,507.0,119.0,122,7,2022-07-14T09:53:40,0077b6386f9e509bf87991cf184cbcfd97a78caf,True,False,True,True
457,mgechev/javascript-algorithms,False,701,2,master,0,43.0,MIT License,264,7542,1292,4165,2012-11-18T07:11:57,2022-10-11T09:53:36,2022-10-20T08:03:38,https://mgechev.github.io/javascript-algorithms/,JavaScript,65.0,5.0,134,4,2022-07-20T10:37:41,213636fc58768364fd60ae959c61e1b136a5e85e,True,False,True,True
461,terkelg/prompts,False,233,3,master,22,57.0,MIT License,55,7506,281,8732,2018-02-24T10:11:47,2022-09-14T12:28:59,2022-09-16T01:52:57,,JavaScript,221.0,92.0,149,24,2021-11-26T04:23:50,a0c1777ae86d04e46cb42eb3af69ca74ae5d79e2,True,False,True,True
463,webpack/webpack-dev-server,False,2300,13,master,118,255.0,MIT License,124,7464,1446,50167,2012-09-17T10:52:18,2022-09-28T04:53:05,2022-09-30T07:23:53,,JavaScript,1959.0,30.0,2560,19,2022-09-28T04:53:04,8dbc03ec74a2a40f3d0bbe059aa757a820c9fb5f,False,False,True,True
465,kimmobrunfeldt/progressbar.js,False,432,20,master,24,11.0,MIT License,171,7458,1416,4624,2014-09-21T10:13:09,2021-08-31T06:26:26,2021-09-01T08:21:31,https://kimmobrunfeldt.github.io/progressbar.js,JavaScript,224.0,41.0,65,14,2021-08-23T12:26:24,74536b9eeeaaf51144706d918ed5a0a679631d96,True,False,True,True
475,casperjs/casperjs,False,2226,9,master,60,193.0,MIT License,263,7311,1053,7757,2011-09-05T02:01:40,2020-04-03T09:57:20,2021-02-05T12:57:06,,JavaScript,,,569,1,2018-09-12T07:53:32,4c236d0e139ca5dc90c91acd364445025e7a1522,False,True,True,True
479,developit/microbundle,False,784,22,master,37,104.0,MIT License,43,7261,376,2078,2017-12-11T09:51:02,2022-09-18T07:28:29,2022-09-23T04:18:16,https://npm.im/microbundle,JavaScript,530.0,54.0,468,20,2022-09-18T07:27:43,22187fba8a2d404a9f3dc5db357e243cd45e8479,True,False,True,True
480,timqian/chart.xkcd,False,83,9,master,3,15.0,MIT License,75,7234,192,1086,2019-08-05T03:13:05,2022-09-29T08:31:55,2022-10-04T07:37:02,https://timqian.com/chart.xkcd/,JavaScript,39.0,22.0,46,12,2022-05-17T05:34:56,3cf3111c43dd8580eae5c03b5ad2ee0d29e7d3d6,False,False,True,True
482,chrisvfritz/prerender-spa-plugin,False,124,62,master,7,21.0,MIT License,77,7219,632,1818,2016-03-26T01:33:09,2022-10-06T05:53:03,2022-10-13T01:32:17,,JavaScript,379.0,108.0,131,67,2021-12-14T03:20:14,502c6e8fca0406d54f394a69548e134de291a864,True,False,True,True
485,electerm/electerm,False,1329,5,master,328,20.0,MIT License,86,7195,701,7695,2017-10-07T09:54:11,2022-10-02T03:12:19,2022-10-04T05:36:33,https://electerm.github.io/electerm,JavaScript,1733.0,259.0,896,2,2022-10-02T02:46:23,5d598df9340e57bcf9dd763586e2dd3f296920c7,True,False,True,True
489,orbitdb/orbit-db,False,1385,33,main,6,62.0,MIT License,166,7156,515,14896,2015-12-26T05:02:28,2022-08-27T12:26:47,2022-09-01T08:01:48,,JavaScript,466.0,170.0,505,17,2022-08-27T12:19:07,a6e91dcf766047f9b3712b57b99c07bf4a3305a1,False,False,True,True
491,apoorvsaxena/lozad.js,False,243,8,master,1,32.0,MIT License,114,7137,461,4810,2017-08-28T08:28:52,2022-10-07T01:16:08,2022-10-18T08:21:01,https://apoorv.pro/lozad.js/demo/,JavaScript,161.0,50.0,121,14,2021-09-01T07:22:11,2fdbbeee78db65f7da310314b9f8a01f29c43000,True,False,True,True
492,ustbhuangyi/vue-analysis,False,282,24,master,0,31.0,MIT License,182,7129,1588,9379,2017-08-28T09:09:37,2022-08-27T05:10:32,2022-09-01T07:28:29,https://ustbhuangyi.github.io/vue-analysis/,JavaScript,43.0,25.0,106,35,2021-07-23T06:05:59,813cfe1a8fe922203016eadeb3d8e1e70ac6ce47,True,False,True,True
494,reacttraining/history,False,1078,14,master,12,60.0,MIT License,98,7099,841,3028,2015-07-18T11:31:47,2021-08-11T10:48:01,2021-08-12T01:38:19,,JavaScript,542.0,89.0,339,26,2020-06-19T09:50:01,28c89f4091ae9e1b0001341ea60c629674e83627,False,False,True,True
497,final-form/react-final-form,False,540,5,main,70,117.0,MIT License,84,7052,483,7278,2017-11-22T10:26:16,2022-08-17T05:47:36,2022-08-22T06:50:04,https://final-form.org/react,JavaScript,701.0,374.0,304,15,2022-04-01T08:44:29,334f0015989e15a10f6741b87955c535593f2bde,False,False,True,True
498,reactjs/react-modal,False,555,24,master,1,131.0,MIT License,70,7046,812,3311,2014-09-21T01:30:33,2022-09-21T01:44:27,2022-09-24T02:57:37,http://reactcommunity.org/react-modal,JavaScript,565.0,147.0,401,31,2022-09-16T01:58:24,9bf0d4f7db7f6eaeb428b648e08d678791ed409b,False,False,True,True
501,verlok/vanilla-lazyload,False,1724,3,master,73,35.0,MIT License,112,6952,656,4048,2014-11-10T05:49:35,2022-08-02T12:35:43,2022-08-07T09:34:33,https://www.andreaverlicchi.eu/vanilla-lazyload/,JavaScript,495.0,5.0,82,1,2022-07-20T08:27:52,088826f926dfae7dfa8849456c21571d76b28c4f,True,False,True,True
502,apollographql/react-apollo,False,2794,16,master,298,194.0,MIT License,153,6932,830,16137,2016-04-13T11:14:51,2020-07-20T01:34:07,2021-02-11T07:58:34,https://www.apollographql.com/docs/react/,JavaScript,1801.0,183.0,2237,19,2020-07-20T01:34:03,9eab63a3995b83c947751ccbdae2e68955f4e06c,False,True,True,True
508,eonasdan/tempus-dominus,False,720,3,master,25,112.0,MIT License,277,6856,4516,5111,2013-08-30T09:27:54,2021-08-29T03:16:05,2021-08-30T04:30:30,https://getdatepicker.com,JavaScript,1845.0,5.0,508,0,2021-05-18T01:13:30,a49061e9c23ed4573d995fa3500125214b936f0d,False,False,True,True
514,vincit/objection.js,False,1995,29,master,0,132.0,MIT License,81,6812,634,18930,2015-04-14T10:36:51,2022-10-03T06:16:17,2022-10-13T01:08:41,https://vincit.github.io/objection.js,JavaScript,1864.0,103.0,459,28,2022-09-16T02:11:26,dbb20aebaac2059149ec18386283b3cce4a3d7f0,True,False,True,True
520,fengyuanchen/viewerjs,False,497,2,main,54,18.0,MIT License,121,6787,1191,8030,2015-12-24T07:27:47,2022-10-05T01:52:26,2022-10-13T01:28:13,https://fengyuanchen.github.io/viewerjs/,JavaScript,483.0,23.0,60,1,2022-10-05T01:49:32,3ebc734c690fa195ee7a99235c502bb2365eb11b,True,False,True,True
522,filamentgroup/loadcss,False,312,31,master,17,28.0,MIT License,183,6761,582,577,2014-06-11T12:14:06,2022-08-19T11:51:03,2022-08-25T09:08:24,,JavaScript,169.0,24.0,160,14,2020-05-22T09:53:20,c14df53ebed55d4d06490d19bbc0265e2af19b98,True,False,True,True
525,needim/noty,False,372,2,master,36,50.0,MIT License,246,6720,1067,6822,2012-01-28T09:15:14,2022-09-07T12:01:05,2022-09-10T04:06:44,https://ned.im/noty,JavaScript,0.0,0.0,125,1,2022-09-07T12:00:46,46b6a9c3385f8fdc157d869fef11554368dd9af9,False,False,True,True
531,glidejs/glide,False,596,4,master,33,43.0,MIT License,139,6624,764,3599,2013-08-19T10:23:34,2022-09-30T07:11:48,2022-10-04T02:59:40,https://glidejs.com,JavaScript,509.0,181.0,108,6,2022-09-27T08:26:44,8dbad8c1d18fb4b03c4012eef6066f16d4feea38,False,False,True,True
532,amejiarosario/dsa.js-data-structures-algorithms-javascript,False,814,9,master,41,17.0,MIT License,109,6593,738,115583,2016-12-28T08:09:24,2022-05-29T06:32:01,2022-06-01T10:25:22,https://books.adrianmejia.com,JavaScript,22.0,3.0,92,3,2021-11-30T01:32:30,ae41553426a8d128db7958769bc8cfaa753acd23,True,False,True,True
534,elemefe/v-charts,False,450,3,master,82,13.0,MIT License,142,6581,1623,4043,2017-05-18T04:02:14,2022-03-25T01:05:25,2022-03-30T03:05:24,https://v-charts.js.org,JavaScript,841.0,338.0,88,6,2019-01-29T11:00:39,f3c31e0cc0bc85e2685caaaf8e2fe658030f744c,False,False,True,True
542,isomorphic-git/isomorphic-git,False,1053,70,main,354,73.0,MIT License,67,6499,299,44687,2017-07-30T02:26:00,2022-09-26T07:05:14,2022-09-30T07:52:10,https://isomorphic-git.org/,JavaScript,504.0,186.0,1136,40,2022-09-14T09:09:16,0f24b6e56abb4167a9d64c5a825e60d182a3aeda,True,False,True,True
545,sghall/react-move,False,524,21,master,22,11.0,MIT License,56,6476,211,54354,2017-03-20T03:38:13,2022-09-29T02:14:20,2022-10-03T10:12:03,https://react-move-docs.netlify.app,JavaScript,42.0,3.0,50,14,2021-06-13T06:33:28,8a060a29ba0c7052675cf26ff1a07af5364133d8,True,False,True,True
547,vitalets/x-editable,False,624,14,develop,0,28.0,MIT License,300,6457,1727,10185,2012-11-19T02:12:46,2022-05-25T11:09:48,2022-05-28T04:24:27,http://vitalets.github.io/x-editable,JavaScript,1042.0,574.0,138,44,2019-03-27T02:19:39,eb7f8d5f7725123edc87c9d66f4c9ddb7b99f1c1,False,False,True,True
548,jackocnr/intl-tel-input,False,1895,4,master,83,84.0,MIT License,147,6434,1798,14305,2013-05-31T09:08:09,2022-09-27T11:30:49,2022-09-30T10:17:19,https://intl-tel-input.com,JavaScript,1130.0,35.0,232,10,2022-09-13T02:01:20,a21a1aee03bfd6b82a028704490547ff77d8bf98,True,False,True,True
550,i18next/i18next,False,1870,13,master,65,180.0,MIT License,82,6427,590,17614,2011-12-16T12:37:42,2022-10-06T09:00:54,2022-10-13T03:51:54,https://www.i18next.com,JavaScript,1207.0,5.0,570,1,2022-10-06T09:00:47,6bc410b08cdcc33007ecd231787c679d38ee4933,False,False,True,True
551,listen1/listen1_desktop,False,254,3,master,58,8.0,MIT License,128,6416,1151,789,2016-05-19T08:19:22,2022-09-20T04:54:15,2022-09-24T02:19:45,http://listen1.github.io/listen1,JavaScript,797.0,511.0,54,5,2022-09-19T02:44:38,58f1d4e7251db3638395c7ae79c4b24b97badc38,True,False,True,True
554,twbs/icons,False,965,11,main,25,34.0,MIT License,139,6400,941,44376,2019-07-25T05:59:58,2022-10-05T10:56:40,2022-10-13T04:45:52,https://icons.getbootstrap.com/,JavaScript,728.0,258.0,720,7,2022-10-01T05:54:43,4847cf7bf28567221490ebe5fbf4359faa6c1190,False,False,True,True
555,1j01/jspaint,False,2077,33,master,0,9.0,MIT License,82,6375,482,18690,2014-02-07T02:47:16,2022-09-07T01:08:35,2022-09-10T04:05:32,https://jspaint.app,JavaScript,223.0,81.0,87,14,2022-08-02T03:16:43,c05cfde5c6ed46220093aa81047febfc8804fb16,True,False,True,True
559,hashlips/hashlips_art_engine,False,131,8,main,13,11.0,MIT License,138,6340,3859,7202,2021-09-13T06:47:01,2022-09-17T02:41:04,2022-09-20T04:21:14,,JavaScript,1214.0,887.0,179,69,2022-03-03T11:47:54,d8ee279043d2d4a8de3bdfac0d89d0e966fb04a2,True,False,True,True
560,talater/annyang,False,629,8,master,15,35.0,MIT License,245,6331,1071,1472,2013-08-23T10:59:34,2022-10-03T06:05:48,2022-10-13T05:54:25,https://www.talater.com/annyang/,JavaScript,335.0,45.0,109,3,2022-08-13T11:29:56,46d3f1c212d43cae147e633ff9c52b36605c5728,True,False,True,True
561,jwilber/roughviz,False,133,17,master,0,10.0,MIT License,54,6325,205,4082,2019-09-18T06:52:35,2022-09-29T10:57:00,2022-10-04T09:16:19,,JavaScript,30.0,15.0,38,12,2021-10-08T12:32:03,2f869fe095b440647abb125df65cf056f58c99bf,True,False,True,True
