,name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,lastCommit,lastCommitSHA,hasWiki,isArchived,package.json,package-lock.json
823,ipfs/ipfs-desktop,False,1321,13,main,72,50.0,MIT License,185,4573,759,17461,2015-05-30T11:42:36,2022-10-11T05:10:37,2022-10-21T04:03:38,https://docs.ipfs.tech/install/ipfs-desktop/,JavaScript,925.0,92.0,1302,7,2022-10-11T05:10:36,8c4930a520312be4093ad0f506f9003f307e2321,False,False,True,True
824,keithwhor/nodal,False,831,9,master,0,23.0,MIT License,114,4570,255,1395,2015-04-19T06:34:05,2021-10-21T05:28:24,2021-10-23T09:23:00,http://www.nodaljs.com/,JavaScript,222.0,38.0,135,2,2021-10-19T04:54:20,041d13865560d651d90783d86996a8cf13482ee5,True,False,True,True
831,madebymany/sir-trevor-js,False,1353,31,master,0,65.0,MIT License,127,4528,437,14078,2012-08-06T07:50:15,2021-11-03T01:33:32,2021-11-04T04:19:46,http://madebymany.github.io/sir-trevor-js/,JavaScript,340.0,46.0,250,7,2021-11-03T01:31:11,ce34b6d072ab3227c7d65bad98e5ad51d20a8dfb,True,False,True,True
834,xaboy/form-create,False,824,6,2.5,0,5.0,MIT License,94,4517,764,12979,2018-02-11T03:25:40,2022-10-07T01:13:29,2022-10-20T09:42:20,http://www.form-create.com/v2/,JavaScript,440.0,41.0,99,0,2022-10-07T01:13:26,ca02f3c2b7570705ec3676361ec62350495f6481,True,False,True,True
835,webpack-contrib/mini-css-extract-plugin,False,366,4,master,65,64.0,MIT License,80,4513,409,6961,2018-02-28T08:33:28,2022-10-06T12:45:56,2022-10-13T01:27:03,,JavaScript,584.0,38.0,388,19,2022-10-06T12:45:56,307c912b9b7da2804668419c8c43b61500d7284a,False,False,True,True
838,peterramsing/lost,False,819,7,master,74,28.0,MIT License,112,4508,179,1247,2015-03-08T09:41:28,2022-08-16T01:15:25,2022-08-16T04:16:17,http://lostgrid.org,JavaScript,305.0,21.0,151,2,2022-08-15T03:28:59,d73a5f5bfb22dab5d34f3341f456c30454835964,True,False,True,True
841,rekit/rekit,False,1179,15,master,12,23.0,MIT License,145,4469,284,23590,2016-08-02T05:53:21,2022-02-11T06:32:03,2022-02-18T10:32:29,http://rekit.js.org,JavaScript,208.0,94.0,41,9,2021-03-11T01:31:58,987d852fe541c1cf3507a5c1cb14f829d8bf624b,True,False,True,True
848,ballercat/walt,False,342,10,master,6,23.0,MIT License,123,4434,153,19795,2017-05-13T01:52:46,2021-04-24T10:41:36,2021-04-26T02:46:13,https://ballercat.github.io/walt/,JavaScript,91.0,27.0,94,0,2021-04-24T10:41:36,72b43fc70aebe69f46b208edde81c9ccedad9b5b,True,False,True,True
849,bitpay/bitcore,False,15757,14,master,30,180.0,MIT License,273,4430,2077,99242,2013-12-17T04:10:28,2022-10-04T03:54:33,2022-10-03T04:57:17,https://bitcore.io/,JavaScript,1219.0,323.0,2126,51,2022-09-19T03:30:44,0eb0a014d50868aeb40aac8aacbbc0549a525f47,False,False,True,True
851,socketio/engine.io,False,1114,11,main,55,97.0,MIT License,240,4420,589,1488,2011-11-18T06:03:54,2022-09-07T04:23:06,2022-09-11T06:42:53,http://socket.io,JavaScript,304.0,16.0,347,2,2022-06-06T06:42:45,917d1d29e13f2e8f523c3738f6413f67b587aebe,False,False,True,True
853,angular-translate/angular-translate,False,1499,6,master,32,130.0,MIT License,150,4415,1032,4057,2013-03-28T11:56:30,2021-09-02T04:16:49,2021-09-02T04:16:51,https://angular-translate.github.io,JavaScript,1409.0,35.0,504,0,2021-09-02T04:14:03,1114534c064eddfb77fc4243b0deb61c37f5f41f,True,False,True,True
859,francisrstokes/super-expressive,False,70,1,master,0,11.0,MIT License,31,4371,131,276,2020-07-14T10:04:33,2022-06-07T04:57:59,2022-06-09T06:06:24,,JavaScript,23.0,3.0,28,0,2022-06-07T04:57:59,d35f5fae48e63d5fad21a859abec0535d8686d0c,True,False,True,True
872,stalniy/casl,False,1402,18,master,198,56.0,MIT License,38,4310,232,17527,2017-07-18T05:49:47,2022-09-29T05:37:24,2022-10-03T05:40:06,https://casl.js.org/,JavaScript,385.0,11.0,274,12,2022-09-29T04:06:30,b89528546c29c181275b2a33fa461548276ac279,False,False,True,True
874,margox/braft-editor,False,408,2,master,0,44.0,MIT License,36,4297,538,5451,2017-08-11T05:58:59,2021-12-03T03:46:23,2021-12-04T06:25:52,https://braft.margox.cn/,JavaScript,876.0,380.0,81,4,2021-04-13T04:03:36,6030e68b5d1e1c239ada40a9f15ec9befd37cf2e,True,False,True,True
883,node-apn/node-apn,False,1106,6,master,12,63.0,MIT License,119,4263,647,1379,2010-07-25T09:15:03,2022-02-02T11:48:00,2022-02-04T09:20:41,,JavaScript,542.0,61.0,164,22,2019-09-03T11:18:14,38a357ed0c153aad09c2857e48a710527e685bfc,True,False,True,True
888,mroderick/pubsubjs,False,307,2,master,11,31.0,MIT License,92,4244,450,7016,2010-09-29T10:28:50,2022-08-10T04:05:28,2022-08-15T10:20:42,,JavaScript,111.0,18.0,107,8,2022-03-03T08:51:22,3a53e3ec16f0071af1a3b5361a5970499ed15bb5,True,False,True,True
891,blueimp/javascript-md5,False,96,2,master,0,3.0,MIT License,117,4230,1682,999,2011-12-10T08:42:25,2021-09-25T02:53:13,2021-09-27T10:11:46,https://blueimp.github.io/JavaScript-MD5/,JavaScript,14.0,2.0,24,0,2021-09-25T02:48:43,2c00da944e9f9ecc2348cf9ed26cd3808106aee2,True,True,True,True
893,sparkpost/heml,False,156,7,master,3,9.0,MIT License,129,4211,184,465,2017-10-09T11:16:05,2020-02-09T04:13:55,2021-02-06T11:08:29,https://heml.io,JavaScript,73.0,51.0,25,9,2018-11-06T09:29:04,9c600cb97b4d5f46a97a0c8af75851c15d5c681c,True,False,True,True
896,neuland/micro-frontends,False,150,5,master,0,7.0,MIT License,548,4208,444,16956,2017-03-24T03:56:44,2022-10-05T09:01:15,2022-10-13T01:03:35,https://micro-frontends.org/,JavaScript,35.0,15.0,33,5,2022-03-28T01:01:31,25cbb08ba7e49b6f7a4ad34a24149c00f6b4cf46,True,False,True,True
898,melonjs/melonjs,False,6166,4,master,81,59.0,MIT License,171,4202,578,92616,2011-04-11T07:03:14,2022-09-27T02:58:11,2022-09-30T06:05:54,https://melonjs.org,JavaScript,828.0,27.0,248,1,2022-09-27T02:52:40,523913862a9245c2c2af91b6bf73b4c7630c87a3,True,False,True,True
900,blueimp/javascript-load-image,False,430,2,master,0,19.0,MIT License,167,4193,931,1980,2011-12-12T10:22:36,2021-10-20T02:18:03,2021-10-20T02:18:08,https://blueimp.github.io/JavaScript-Load-Image/,JavaScript,93.0,7.0,38,0,2021-10-20T02:17:58,5d34ed4ce3472ecb22d920c66cc4d7604526ff24,False,False,True,True
903,jsonresume/resume-cli,False,583,33,master,20,61.0,MIT License,56,4171,379,18348,2014-06-15T06:21:01,2022-09-28T04:03:47,2022-09-30T06:42:31,https://jsonresume.org,JavaScript,349.0,54.0,385,42,2022-04-20T12:53:10,21d15f6feb58b689abdb0c740b07319cf5fc2133,True,False,True,True
904,mattdesl/canvas-sketch,False,262,12,master,0,17.0,MIT License,93,4170,337,20598,2018-06-14T06:01:46,2022-08-30T12:31:02,2022-09-02T05:55:40,,JavaScript,140.0,51.0,28,4,2022-08-30T12:31:00,c660dca6911db95585700cbf5c986cb22fed931d,False,False,True,True
905,webpack-contrib/css-loader,False,746,6,master,71,112.0,MIT License,60,4165,621,26326,2012-04-07T01:04:57,2022-10-01T04:19:34,2022-10-04T12:06:16,,JavaScript,842.0,15.0,625,8,2022-09-22T06:57:30,cc4e08f99639d32162016fee404d2e95aff97a20,False,False,True,True
907,benjamine/jsondiffpatch,False,329,5,master,0,26.0,MIT License,89,4154,442,3713,2011-10-22T01:59:30,2022-08-15T08:22:09,2022-08-18T02:33:40,,JavaScript,230.0,88.0,92,15,2021-05-06T12:52:13,a8cde4c666a8a25d09d8f216c7f19397f2e1b569,False,False,True,True
915,jvalen/pixel-art-react,False,665,9,master,3,12.0,MIT License,67,4111,235,4443,2015-12-09T07:07:53,2022-07-21T07:53:03,2022-07-24T10:34:58,https://www.pixelartcss.com/,JavaScript,22.0,0.0,38,7,2022-04-06T07:56:15,e57eb0da384aad35ea65f290fa27dd002094c26e,True,False,True,True
918,devias-io/material-kit-react,False,76,2,main,1,8.0,MIT License,64,4101,1724,6541,2019-05-02T03:25:39,2022-09-16T09:09:14,2022-09-19T11:45:44,http://material-kit-react.devias.io,JavaScript,42.0,4.0,67,2,2022-09-16T09:08:59,06f2eb5b405e97761d7bd0b9927549748ded23da,True,False,True,True
919,rsmbl/resemble.js,False,293,3,master,0,43.0,MIT License,124,4097,417,1808,2013-02-21T02:25:27,2022-02-24T08:14:19,2022-03-01T10:11:17,http://rsmbl.github.io/Resemble.js/,JavaScript,135.0,19.0,81,1,2022-02-24T08:10:14,17ed085ab81784b971b6bcbdca98fb656cc99b54,False,False,True,True
921,chrisleekr/binance-trading-bot,False,280,1,master,35,13.0,MIT License,116,4090,865,6783,2020-08-10T01:52:04,2022-09-28T08:43:44,2022-10-03T09:51:26,https://binance-trading-bot-chrisleekr.cloud.okteto.net/,JavaScript,382.0,69.0,123,0,2022-09-28T08:43:44,2f6f407db242ef99c1e2afa16e3b321330056a57,True,False,True,True
922,webpack-contrib/extract-text-webpack-plugin,False,285,3,master,46,63.0,MIT License,99,4086,549,779,2014-01-28T12:28:36,2019-05-29T11:48:46,2021-02-04T05:18:01,,JavaScript,626.0,0.0,193,0,2019-05-29T11:46:56,bc6f9f8f61d708352ea89fd4fc9764ce1e4de409,True,True,True,True
923,yomguithereal/react-blessed,False,188,3,master,10,19.0,MIT License,57,4086,184,2217,2015-07-22T01:55:44,2021-05-06T07:44:11,2021-05-07T03:24:07,,JavaScript,71.0,33.0,49,5,2021-03-11T08:57:00,b686438af2726111637ef17b998f0f6967623640,True,False,True,True
926,maicki/why-did-you-update,False,120,14,master,10,20.0,MIT License,33,4079,130,956,2017-07-20T02:06:12,2020-02-19T04:53:29,2021-02-07T03:50:19,,JavaScript,38.0,0.0,25,0,2020-02-19T04:53:27,e4c3025a343b94b339cc49513621cd59c3f5375c,True,True,True,True
927,lindell/jsbarcode,False,631,14,master,78,28.0,MIT License,128,4074,937,3714,2011-12-29T03:38:35,2021-08-30T06:00:18,2021-08-31T01:46:56,http://lindell.me/JsBarcode,JavaScript,299.0,64.0,84,11,2021-08-30T06:00:06,06d81fc2fb24eb8f33961cd048b680349742b284,True,False,True,True
938,tengbao/vanta,False,219,2,master,0,10.0,MIT License,31,4007,972,4836,2017-07-18T06:29:17,2022-09-16T10:38:03,2022-09-20T05:26:58,http://vantajs.com/,JavaScript,100.0,25.0,42,2,2022-09-16T10:37:52,07c814a44efdfc34957da9a89739e9ba67bffd1e,True,False,True,True
939,fengyuanchen/compressorjs,False,68,2,main,10,3.0,MIT License,39,4002,378,774,2017-07-25T05:32:57,2022-09-04T05:06:43,2022-09-09T03:43:13,https://fengyuanchen.github.io/compressorjs/,JavaScript,140.0,8.0,19,1,2022-09-04T05:06:35,2a0e0cca081e06eb774fb53d15b7bb3f62302321,True,False,True,True
943,clean-css/clean-css,False,1761,65,master,0,84.0,MIT License,76,3989,331,5473,2011-02-27T09:05:18,2022-10-08T03:37:56,2022-10-19T06:17:55,https://clean-css.github.io/,JavaScript,973.0,11.0,247,1,2022-08-03T08:43:43,73ef43f678194f26d5b1e543288cfc8ffbc1cf32,True,False,True,True
944,wei/pull,False,384,6,master,0,11.0,MIT License,56,3982,592,4627,2018-05-26T08:19:21,2022-09-16T11:38:31,2022-09-20T08:20:36,https://github.com/apps/pull,JavaScript,145.0,10.0,299,6,2022-09-16T11:07:44,6f902ebe3cb5d042bd87f5badc9d8c9d5af64b11,False,False,True,True
945,unmanner/imaskjs,False,691,5,master,54,24.0,MIT License,28,3969,220,8767,2016-11-10T01:04:29,2022-10-11T11:02:31,2022-10-21T11:26:03,https://imask.js.org,JavaScript,551.0,44.0,133,6,2022-09-20T09:23:00,a076513f777467b612b6f3671a5d8e5ab98c2fda,True,False,True,True
949,boringdesigners/boring-avatars,False,189,2,master,5,4.0,MIT License,20,3944,125,2661,2020-12-23T01:47:36,2022-07-24T03:07:46,2022-07-27T04:27:34,https://boringavatars.com,JavaScript,33.0,0.0,20,1,2022-06-15T01:08:31,11fd1370d36f0b2f0804d803a7f94846ae9706af,True,False,True,True
960,simonwep/pickr,False,611,6,master,43,26.0,MIT License,27,3906,265,6402,2018-05-27T07:39:23,2022-09-30T05:10:25,2022-10-03T10:59:37,https://simonwep.github.io/pickr,JavaScript,250.0,22.0,60,2,2022-05-19T08:07:40,48fe9f1343e8c06341d43c5780393fe989c58d42,False,False,True,True
961,serversideup/amplitudejs,False,480,6,master,26,26.0,MIT License,78,3901,443,37083,2013-10-07T08:38:20,2022-09-25T02:53:25,2022-09-27T07:22:52,https://521dimensions.com/open-source/amplitudejs,JavaScript,363.0,56.0,59,6,2022-09-02T02:15:26,3f046fb61f388236e1df7b5414ec8202e5518d33,False,False,True,True
964,pantsel/konga,False,1567,72,master,45,41.0,MIT License,103,3890,739,8823,2016-10-22T09:28:23,2022-09-09T02:51:54,2022-09-11T04:18:53,,JavaScript,618.0,246.0,165,74,2020-05-16T04:35:03,57f40d45108341eb57b7360cd01e8288e619747f,True,False,True,True
969,getmeuk/contenttools,False,354,3,master,41,28.0,MIT License,134,3852,400,1991,2015-08-09T12:44:12,2022-06-27T08:47:24,2022-06-29T05:56:12,http://getcontenttools.com,JavaScript,511.0,89.0,64,5,2022-06-27T08:46:50,650c422ceb6287604b9a86f82504690b1668bf5f,True,False,True,True
971,stacktracejs/stacktrace.js,False,476,4,master,7,21.0,MIT License,87,3842,302,10720,2010-01-20T04:20:47,2022-06-06T12:40:58,2022-06-07T06:47:02,https://www.stacktracejs.com/,JavaScript,178.0,36.0,51,4,2022-06-05T11:23:36,710bba1118d396466ee342a30b3dfd19ecbda8b5,False,False,True,True
977,matthewhudson/current-device,False,367,39,master,3,37.0,MIT License,139,3828,603,1763,2012-09-19T06:50:42,2022-10-05T11:46:42,2022-10-11T11:06:01,https://matthewhudson.github.io/current-device/,JavaScript,102.0,30.0,220,28,2021-08-22T01:32:26,f8f301b262dc1346b51b995bd922e39add70947e,False,False,True,True
981,thlorenz/doctoc,False,175,1,master,0,28.0,MIT License,57,3814,488,229,2012-05-27T02:27:43,2022-09-22T03:51:21,2022-09-27T02:38:59,https://www.npmjs.com/package/doctoc,JavaScript,141.0,47.0,88,11,2022-09-22T03:51:21,bb8296004340eb186406764d7ed1b6edb74fa12a,True,False,True,True
982,webpack-contrib/sass-loader,False,665,4,master,72,82.0,MIT License,53,3814,418,11541,2014-02-09T12:06:00,2022-10-06T09:12:24,2022-10-11T08:00:51,,JavaScript,663.0,6.0,425,3,2022-10-06T09:11:37,b31751dc173c64d0b3230efc928dbdcd378d9c8f,False,False,True,True
983,ar-js-org/ar.js,False,535,12,master,1,16.0,MIT License,140,3811,672,224441,2020-02-28T09:03:36,2022-07-31T10:35:14,2022-08-02T10:44:35,,JavaScript,295.0,161.0,65,4,2022-04-28T12:08:56,0722816b2afaf327186e40e38e1de454a3f5d434,True,False,True,True
987,ionicabizau/scrape-it,False,183,2,master,42,17.0,MIT License,63,3799,220,417,2016-04-28T08:41:40,2022-02-21T09:36:38,2022-02-20T02:19:47,http://ionicabizau.net/blog/30-how-to-write-a-web-scraper-in-node-js,JavaScript,107.0,7.0,68,0,2022-02-21T09:36:30,48ea9480b91eeb01582e2a958f8422308a203485,True,False,True,True
990,cyrus-and/chrome-remote-interface,False,571,1,master,0,23.0,MIT License,84,3794,313,1564,2013-04-17T06:00:32,2022-09-21T07:40:22,2022-09-22T08:45:03,,JavaScript,440.0,4.0,58,2,2022-09-21T07:40:22,cbd690f7a905f8789e00fa500546355f4c9cd77c,True,False,True,True
992,oauthjs/node-oauth2-server,False,458,14,master,3,40.0,MIT License,124,3780,944,1077,2013-04-11T10:39:52,2022-10-04T05:00:50,2022-10-11T06:10:06,https://npmjs.org/package/oauth2-server,JavaScript,422.0,155.0,319,32,2021-06-07T07:55:47,6d4c98794bc024a8cf93cf9e79f92f93766da9f4,True,False,True,True
997,jakubpawlowicz/clean-css,False,1704,60,master,0,76.0,MIT License,75,3772,310,5281,2011-02-27T09:05:18,2021-07-04T09:16:04,2021-07-04T05:31:24,https://jakubpawlowicz.github.io/clean-css,JavaScript,937.0,59.0,228,5,2021-07-01T09:17:59,a9c9c495122072802d7743197a4c191415d93556,True,False,True,True
1000,alex-d/trumbowyg,False,1264,2,develop,49,175.0,MIT License,97,3765,594,4593,2012-09-29T04:33:10,2022-10-04T09:29:22,2022-10-12T06:32:31,https://alex-d.github.io/Trumbowyg,JavaScript,927.0,67.0,390,7,2022-10-04T09:29:22,fb35764afedf8066a68b5509e01b0dcf40049daa,False,False,True,True
1001,jsoma/tabletop,False,218,6,master,4,25.0,MIT License,106,3764,479,416,2012-02-03T05:35:24,2022-09-08T06:17:47,2022-09-09T03:48:14,,JavaScript,130.0,9.0,69,9,2020-06-29T11:24:16,886085ecdd6c54908bb3a9531fee73e20a990b53,False,False,True,True
1006,prettier/eslint-config-prettier,False,344,1,main,0,27.0,MIT License,30,3753,216,1481,2017-01-29T08:07:58,2022-05-04T09:11:34,2022-05-07T08:00:21,,JavaScript,129.0,2.0,90,0,2022-05-04T09:11:34,a57a3bb0e5aa39f59c2523bb3b77bf7e13b7be2a,False,False,True,True
1008,desandro/draggabilly,False,190,2,master,26,7.0,MIT License,91,3749,409,515,2013-01-25T12:50:57,2021-12-29T03:49:30,2021-12-30T11:20:51,https://draggabilly.desandro.com,JavaScript,187.0,9.0,32,4,2021-12-29T03:47:06,125258c6f59f0069cd2a50f29e7358de390ccbb8,False,False,True,True
1012,xat/castnow,False,203,5,master,0,24.0,MIT License,102,3739,252,258,2014-10-20T06:20:19,2022-10-11T09:42:13,2022-10-18T05:01:57,,JavaScript,209.0,118.0,59,9,2019-02-10T07:30:35,0e1746bf3ac1bbcdd9d510277d7df2c930c070ac,True,False,True,True
1017,obkoro1/koro1fileheader,False,409,4,master,27,7.0,MIT License,32,3728,185,78049,2018-05-06T08:50:53,2022-06-12T03:51:09,2022-06-15T03:00:09,,JavaScript,461.0,3.0,31,5,2022-06-12T03:49:55,3954b4bf2173c9240fdaf961d8ca9f37bbcfad64,True,False,True,True
1019,fisshy/react-scroll,False,473,8,master,0,82.0,MIT License,31,3723,423,1988,2015-02-27T06:56:28,2022-04-01T08:47:44,2022-04-05T08:15:50,https://github.com/fisshy/react-scroll/blob/master/README.md,JavaScript,325.0,155.0,177,31,2022-04-01T08:46:03,2c2a47d48916ee28cff5b5d21c99f2758b8fce53,True,False,True,True
1025,facebook/regenerator,False,1029,29,main,37,64.0,MIT License,93,3696,1184,6353,2013-10-05T02:37:03,2022-09-28T07:06:57,2022-10-02T09:35:36,http://facebook.github.io/regenerator/,JavaScript,255.0,58.0,339,26,2022-08-16T01:48:23,f6255cadd4e5272c1957c57a32760e232fd3dc97,True,False,True,True
1028,google/eleventy-high-performance-blog,False,336,13,main,0,39.0,MIT License,116,3691,254,26371,2020-09-04T08:16:00,2022-07-28T06:59:05,2022-07-31T06:23:32,https://www.industrialempathy.com/posts/eleventy-high-performance-blog/,JavaScript,62.0,9.0,80,3,2022-07-28T06:58:21,93ae1d55132f07f215995cf30ccd9f5b0774edcc,False,False,True,True
1030,moment/moment-timezone,False,564,14,develop,49,43.0,MIT License,97,3687,820,18775,2012-05-09T03:51:49,2022-09-16T05:00:06,2022-09-20T09:30:58,momentjs.com/timezone,JavaScript,764.0,109.0,239,11,2022-09-14T12:00:51,31d5fea35b81bbdf31471e5e06287ebb830f13e6,True,False,True,True
1032,tangbc/vue-virtual-scroll-list,False,543,2,master,81,29.0,MIT License,63,3678,536,3657,2017-03-17T07:40:42,2022-08-25T11:59:29,2022-08-29T03:04:05,https://tangbc.github.io/vue-virtual-scroll-list,JavaScript,316.0,45.0,76,0,2022-08-25T11:50:37,afa413d810a9423de70a9e8154aea9aea0ecb5c6,False,False,True,True
1042,egoist/docute,False,253,17,master,73,15.0,MIT License,57,3646,448,3608,2016-12-08T06:04:40,2022-06-24T09:20:29,2022-06-24T01:56:13,https://docute.egoist.sh,JavaScript,200.0,75.0,112,22,2022-05-27T01:56:31,ae863448e27ca7d0a04ae4a928366b02e1aa7aa7,False,False,True,True
1047,terwanerik/scrolltrigger,False,110,18,master,23,7.0,MIT License,68,3634,317,812,2016-06-23T10:16:33,2022-07-20T05:26:31,2022-07-21T09:25:51,https://terwanerik.github.io/ScrollTrigger/,JavaScript,49.0,0.0,43,14,2020-08-01T07:05:42,cab281c2172f34e4a1dedc0a19b0398a1f398b1a,True,False,True,True
1050,securingsincity/react-ace,False,1477,114,main,80,107.0,MIT License,31,3631,592,52748,2014-11-29T05:15:14,2022-09-21T01:02:38,2022-09-23T02:37:59,http://securingsincity.github.io/react-ace/,JavaScript,442.0,146.0,1199,4,2022-09-21T01:02:37,4bcca2adb19ddd068ab1ffbc8ddf2c702ce63af4,True,False,True,True
1051,dagrejs/dagre,False,907,7,master,7,17.0,MIT License,99,3629,504,3364,2012-09-27T04:39:56,2022-08-05T09:36:34,2022-08-08T06:01:23,,JavaScript,275.0,126.0,57,16,2022-05-17T07:59:35,103136b04a13c7ac10d8ded25954da58d5ed88e1,True,False,True,True
1053,opentypejs/opentype.js,False,822,7,master,6,58.0,MIT License,102,3624,406,6583,2013-09-27T12:36:16,2022-07-20T12:56:56,2022-07-23T12:45:36,https://opentype.js.org/,JavaScript,320.0,144.0,203,13,2022-07-09T10:13:44,0de6c5482b888405fcace991a1b595f20a3a909a,True,False,True,True
1055,danburzo/percollate,False,260,1,main,24,15.0,MIT License,42,3622,143,815,2018-09-28T04:32:56,2022-05-18T09:14:21,2022-05-20T02:11:56,,JavaScript,94.0,9.0,45,0,2022-05-18T09:14:21,abd479dc4f17a84a540244334c532bc390852717,True,False,True,True
1060,swup/swup,False,385,12,master,12,15.0,MIT License,38,3606,186,2093,2017-10-09T11:19:14,2022-09-26T07:59:21,2022-09-29T07:07:44,https://swup.js.org/,JavaScript,380.0,12.0,81,3,2022-09-26T07:57:53,8b3de2c7cc74369340a6a6e652e9f99782c5043d,False,False,True,True
1061,pipedreamhq/pipedream,False,3264,354,master,0,73.0,MIT License,154,3598,2158,142683,2020-01-22T12:28:31,2022-06-27T11:34:00,2022-06-27T11:36:45,https://pipedream.com,JavaScript,1780.0,422.0,1270,63,2022-06-24T03:12:01,6e5eabe88cd77be982edf1a6e6ebdc6c38068ba7,True,False,True,True
1066,css/csso,False,1087,8,master,51,43.0,MIT License,96,3582,204,3382,2011-02-15T03:31:37,2022-08-10T05:42:16,2022-08-15T11:58:35,https://css.github.io/csso/csso.html,JavaScript,371.0,81.0,85,0,2022-08-10T05:40:31,1ebc6709119284e3e1cd6d0b8d6c94074bb40921,False,False,True,True
1071,stephengrider/reduxsimplestarter,False,66,3,master,3,3.0,MIT License,137,3570,4792,95,2015-11-25T10:08:19,2022-09-15T08:36:41,2022-09-20T06:02:37,,JavaScript,162.0,106.0,147,48,2018-10-15T04:06:12,36036d57fbfad9eb679e24f5e8b50525a0d26c75,True,False,True,True
1079,kamranahmedse/pennywise,False,161,2,master,14,20.0,MIT License,44,3544,202,1684,2018-10-28T08:01:19,2022-10-12T12:00:33,2022-10-20T03:47:49,,JavaScript,95.0,48.0,92,4,2022-09-17T02:12:15,a3f2a237407cb7ef5b8bfef1ee3f4bd778730afa,True,False,True,True
1082,fortawesome/react-fontawesome,False,206,6,0.2.x,21,46.0,MIT License,46,3539,246,3572,2017-09-06T03:06:27,2022-07-22T12:56:05,2022-07-26T07:34:13,https://fontawesome.com,JavaScript,308.0,88.0,208,4,2022-07-02T05:42:30,528e230cdcb7451a53fee6fc6364722918c902a7,True,False,True,True
1083,rrag/react-stockcharts,False,977,12,master,1,42.0,MIT License,148,3535,919,9366,2015-02-22T02:34:39,2022-10-04T09:20:56,2022-10-11T07:52:22,http://rrag.github.io/react-stockcharts,JavaScript,654.0,108.0,163,22,2018-09-05T01:02:25,a32e65681e5d74c4d2008c21c71670c724992df5,True,False,True,True
1089,unlayer/react-email-editor,False,109,9,master,0,8.0,MIT License,48,3512,604,1670,2017-10-01T10:44:29,2022-10-04T09:53:14,2022-10-13T08:23:43,https://unlayer.com/embed,JavaScript,243.0,143.0,27,10,2022-07-12T11:06:13,45d41e1b80cb078d85206112812fe937ba6e6b29,True,False,True,True
1090,vinta/pangu.js,False,538,15,master,0,26.0,MIT License,66,3508,221,8703,2012-02-21T02:44:03,2022-07-20T02:54:02,2022-07-23T02:56:05,https://chrome.google.com/webstore/detail/paphcfdffjnbcgkokihcdjliihicmbpd,JavaScript,112.0,32.0,84,18,2021-04-12T02:23:45,9bbeec4e97695c4c513fc33e358b7ce6af6013fb,False,False,True,True
1092,depcheck/depcheck,False,1154,2,main,40,70.0,MIT License,15,3508,199,1978,2013-09-20T12:47:55,2022-10-13T04:28:51,2022-10-21T01:19:08,,JavaScript,385.0,31.0,362,13,2022-08-01T07:11:22,5132d5ef71feb039d5fec0615f2dd0a04f6ff285,False,False,True,True
1097,leaflet/leaflet.markercluster,False,935,7,master,0,62.0,MIT License,131,3486,958,4587,2012-07-11T01:54:39,2022-08-28T09:16:09,2022-09-01T02:58:52,,JavaScript,885.0,112.0,186,11,2022-08-28T09:15:48,b2512acb4dcf444352ea258472ae05871c12eda7,False,False,True,True
1106,xdan/datetimepicker,False,650,7,master,0,127.0,MIT License,163,3446,1601,1830,2013-11-03T10:10:07,2022-09-26T02:19:46,2022-09-30T06:33:43,https://xdsoft.net/jqplugins/datetimepicker/,JavaScript,551.0,413.0,243,3,2022-04-06T11:53:44,24d7dd5df23a27e01386d63e94a6014dcb1227a5,True,False,True,True
1108,fians/waves,False,352,10,master,28,18.0,MIT License,123,3440,509,857,2014-07-14T12:12:16,2022-03-26T03:49:59,2022-03-29T07:53:12,http://fian.my.id/Waves/,JavaScript,123.0,20.0,95,9,2020-05-05T06:34:07,83fc07e2c0a31a10aa5dc2cf97b965113ddd882c,True,False,True,True
1109,timlrx/tailwind-nextjs-starter-blog,False,598,8,master,39,73.0,MIT License,27,3439,840,5277,2021-01-09T09:41:22,2022-10-05T12:44:18,2022-10-13T10:41:04,https://tailwind-nextjs-starter-blog.vercel.app/,JavaScript,184.0,17.0,267,11,2022-08-20T08:48:13,815eaaa04230bb366e781e68dcceec0593a74d0a,True,False,True,True
1112,stevenschobert/instafeed.js,False,66,11,master,9,3.0,MIT License,95,3430,889,463,2012-10-31T05:33:34,2022-07-20T08:53:38,2022-07-24T01:10:49,https://instafeedjs.com,JavaScript,685.0,12.0,57,5,2022-05-03T03:20:22,1dbf5195071c0462dbe9e3d2fc97b4a055393943,True,False,True,True
1113,fent/node-ytdl-core,False,1049,1,master,99,73.0,MIT License,87,3430,572,23162,2014-06-29T10:06:35,2022-09-24T09:41:54,2022-09-27T01:02:58,,JavaScript,841.0,56.0,275,1,2022-09-03T10:52:09,99e6c678eb8cf8f330479539ad08ab6a0d444322,False,False,True,True
1114,mikolajdobrucki/ikonate,False,109,9,master,4,4.0,MIT License,49,3426,175,417,2017-10-20T06:20:31,2022-06-23T02:28:02,2022-06-24T01:56:18,https://ikonate.com,JavaScript,15.0,6.0,11,8,2019-05-24T08:13:00,de3e91e75b81f0687ce9bf570355ab7ed873e992,True,False,True,True
